disease	drug	proximity	pval	similarity	adjusted_similarity
Alzheimer Disease	fosinopril	0	0.02169323	1	0.916996180685167
Alzheimer Disease	fostamatinib	0.864864865	0.001409179	0.78378378375	0.559727085352154
Alzheimer Disease	galantamine	1	0.010631454	0.75	0.97809499521373
Alzheimer Disease	gallamine triethiodide	0.6	0.005753171	0.85	0.995123544742407
Alzheimer Disease	gallium nitrate	0.5	0.018792222	0.875	0.996659662454039
Alzheimer Disease	gemeprost	0	0.000645362	1	0.999498689431439
Alzheimer Disease	gemfibrozil	0.5	0.007167738	0.875	0.996659662454039
Alzheimer Disease	gentamicin	0.5	0.036491273	0.875	0.759915570510543
Alzheimer Disease	gilteritinib	1.055555556	0.046296866	0.736111111	0.973086425632035
Alzheimer Disease	ginseng	0	0.000302586	1	0.916996180685167
Alzheimer Disease	glatiramer	0	0.011195598	1	0.999498689431439
Alzheimer Disease	gliclazide	0	0.000354692	1	0.999498689431439
Alzheimer Disease	glimepiride	0.333333333	0.002209523	0.91666666675	0.998223773135608
Alzheimer Disease	glipizide	0	0.004721264	1	0.916996180685167
Alzheimer Disease	gliquidone	0.5	0.024936826	0.875	0.996659662454039
Alzheimer Disease	gluconolactone	0	0.012692636	1	0.999498689431439
Alzheimer Disease	glucosamine	0	9.81e-05	1	0.916996180685167
Alzheimer Disease	glutathione	0.447368421	5.45e-21	0.88815789475	0.997263346779681
Alzheimer Disease	glutathione disulfide	0.5	0.043407438	0.875	0.996659662454039
Alzheimer Disease	glyburide	0.666666667	0.000905385	0.83333333325	0.676022002084612
Alzheimer Disease	glycerin	0.75	0.02666437	0.8125	0.99141072500421
Alzheimer Disease	glycol salicylate	0	0.001418066	1	0.999498689431439
Alzheimer Disease	glycopyrronium	0.333333333	0.006020789	0.91666666675	0.998223773135608
Alzheimer Disease	glycyrrhizic acid	0.166666667	5.67e-06	0.95833333325	0.879271554806123
Alzheimer Disease	glymidine	0.5	0.047460101	0.875	0.996659662454039
Alzheimer Disease	goserelin	0.5	0.029491062	0.875	0.996659662454039
Alzheimer Disease	guaifenesin	0.571428571	0.002031744	0.85714285725	0.725845478306619
Alzheimer Disease	guanabenz	0	0.00194825	1	0.916996180685167
Alzheimer Disease	guanfacine	0	0.002595716	1	0.916996180685167
Alzheimer Disease	haloperidol	0.388888889	3.55e-08	0.90277777775	0.806900452905362
Alzheimer Disease	halothane	1	0.010914477	0.75	0.475573630947114
Alzheimer Disease	heparin	0.5	3.5e-05	0.875	0.996659662454039
Alzheimer Disease	hexachlorophene	0.333333333	0.025562266	0.91666666675	0.998223773135608
Alzheimer Disease	hexafluronium	0	0.000915877	1	0.999498689431439
Alzheimer Disease	hexocyclium	0.5	0.004212868	0.875	0.996659662454039
Alzheimer Disease	homatropine	0.8	0.020039608	0.8	0.989632625584422
Alzheimer Disease	homatropine methylbromide	0.8	0.02801105	0.8	0.989632625584422
Alzheimer Disease	human c1-esterase inhibitor	0.5	0.004730895	0.875	0.996659662454039
Alzheimer Disease	human thrombin	0.375	3.4e-05	0.90625	0.99791977939539
Alzheimer Disease	huperzine a	0	0.018990157	1	0.999498689431439
Alzheimer Disease	hydrocodone	0.333333333	0.005828413	0.91666666675	0.827624363017613
Alzheimer Disease	hydrocortisone	0.5	0.005026772	0.875	0.996659662454039
Alzheimer Disease	hydroflumethiazide	0.625	0.013429977	0.84375	0.698405543162004
Alzheimer Disease	hydroxocobalamin	0.333333333	3.93e-07	0.91666666675	0.998223773135608
Alzheimer Disease	hyoscyamine	0.5	0.007170166	0.875	0.996659662454039
Alzheimer Disease	ibalizumab	0.333333333	0.002897268	0.91666666675	0.998223773135608
Alzheimer Disease	ibandronate	0	0.004752629	1	0.999498689431439
Alzheimer Disease	ibuprofen	0.5	0.000159969	0.875	0.996659662454039
Alzheimer Disease	ibutilide	0.875	0.029650431	0.78125	0.986261956524198
Alzheimer Disease	icosapent	0.454545455	6.09e-05	0.88636363625	0.997187918776537
Alzheimer Disease	ifenprodil	0.5	0.0138285	0.875	0.759915570510543
Alzheimer Disease	ifosfamide	0	0.006830513	1	0.999498689431439
Alzheimer Disease	iloperidone	0.272727273	1.05e-08	0.93181818175	0.848180158816482
Alzheimer Disease	iloprost	0.75	0.048672013	0.8125	0.628833714233804
Alzheimer Disease	imatinib	0.375	0.003494701	0.90625	0.812253019594901
Alzheimer Disease	imipramine	0.56	1.63e-08	0.86	0.731494181998516
Alzheimer Disease	indigotindisulfonic acid	0.428571429	5.12e-05	0.89285714275	0.997451470293365
Alzheimer Disease	indomethacin	0.777777778	0.019886502	0.8055555555	0.990463909261791
Alzheimer Disease	infliximab	0	0.042410927	1	0.916996180685167
Alzheimer Disease	insulin human	0.5	0.003706431	0.875	0.996659662454039
Alzheimer Disease	insulin pork	0.4	2.86e-07	0.9	0.997713004352496
Alzheimer Disease	interferon gamma-1b	0.5	0.047139425	0.875	0.759915570510543
Alzheimer Disease	ipratropium	0.333333333	0.009174584	0.91666666675	0.998223773135608
Alzheimer Disease	irbesartan	0.5	0.004954394	0.875	0.759915570510543
Alzheimer Disease	isavuconazole	0.666666667	0.006007237	0.83333333325	0.676022002084612
Alzheimer Disease	isocarboxazid	0	0.001671953	1	0.999498689431439
Alzheimer Disease	isoetharine	0	0.006428897	1	0.916996180685167
Alzheimer Disease	isoflurophate	0	1.59e-05	1	0.999498689431439
Alzheimer Disease	isometheptene	0.5	0.046638172	0.875	0.759915570510543
Alzheimer Disease	isoniazid	0.5	0.001694045	0.875	0.996659662454039
Alzheimer Disease	isoprenaline	0.25	0.000191872	0.9375	0.855352842489066
Alzheimer Disease	isosorbide	0.333333333	0.014111374	0.91666666675	0.827624363017613
Alzheimer Disease	isotretinoin	0	0.001312448	1	0.999498689431439
Alzheimer Disease	ixekizumab	0	0.024273764	1	0.999498689431439
Alzheimer Disease	kappadione	0.571428571	0.012709051	0.85714285725	0.725845478306619
Alzheimer Disease	ketamine	0.739130435	1.8e-05	0.81521739125	0.991755308488109
Alzheimer Disease	ketoconazole	0.4	0.005344602	0.9	0.802535407328769
Alzheimer Disease	ketoprofen	0.333333333	0.005624839	0.91666666675	0.998223773135608
Alzheimer Disease	ketorolac	0	0.004916968	1	0.999498689431439
Alzheimer Disease	keyhole limpet hemocyanin	0	0.016426959	1	0.999498689431439
Alzheimer Disease	labetalol	0.4	0.003319617	0.9	0.802535407328769
Alzheimer Disease	lacidipine	0.666666667	0.004116285	0.83333333325	0.676022002084612
Alzheimer Disease	lamotrigine	0.875	1.27e-06	0.78125	0.553473885504681
Alzheimer Disease	larotrectinib	0.333333333	0.000658742	0.91666666675	0.827624363017613
Alzheimer Disease	latanoprost	0	0.017348172	1	0.999498689431439
Alzheimer Disease	latanoprostene bunod	0	0.013353976	1	0.999498689431439
Alzheimer Disease	lauric acid	0.666666667	0.000674014	0.83333333325	0.993726881956618
Alzheimer Disease	leflunomide	0.333333333	0.007433097	0.91666666675	0.998223773135608
Alzheimer Disease	lemborexant	0	0.00029604	1	0.999498689431439
Alzheimer Disease	lenalidomide	0.5	0.023242505	0.875	0.996659662454039
Alzheimer Disease	lenograstim	0	0.005026772	1	0.999498689431439
Alzheimer Disease	lenvatinib	0.4	1.64e-05	0.9	0.802535407328769
Alzheimer Disease	lepirudin	0	0.023296852	1	0.999498689431439
Alzheimer Disease	letrozole	0	0.012819144	1	0.916996180685167
Alzheimer Disease	levamlodipine	0.25	0.003984832	0.9375	0.855352842489066
Alzheimer Disease	levobetaxolol	0	3.87e-05	1	0.916996180685167
Alzheimer Disease	levobunolol	0	0.002697814	1	0.916996180685167
Alzheimer Disease	levodopa	0	9.63e-08	1	0.916996180685167
Alzheimer Disease	levonordefrin	0.333333333	0.000648821	0.91666666675	0.827624363017613
Alzheimer Disease	levosalbutamol	0	0.034338783	1	0.916996180685167
Alzheimer Disease	levothyroxine	0.5	0.009061508	0.875	0.759915570510543
Alzheimer Disease	linagliptin	0	0.004752629	1	0.999498689431439
Alzheimer Disease	liothyronine	0.333333333	0.002476499	0.91666666675	0.998223773135608
Alzheimer Disease	liotrix	0	0.000249074	1	0.999498689431439
Alzheimer Disease	lipegfilgrastim	0	7.22e-06	1	0.999498689431439
Alzheimer Disease	lisinopril	0	0.00116541	1	0.916996180685167
Alzheimer Disease	lisuride	0.4	1.18e-07	0.9	0.802535407328769
Alzheimer Disease	lofexidine	0.5	0.001994003	0.875	0.996659662454039
Alzheimer Disease	lonoctocog alfa	0.454545455	0.000100407	0.88636363625	0.780032031554293
Alzheimer Disease	lorcaserin	0	0.004985535	1	0.916996180685167
Alzheimer Disease	lornoxicam	0	0.002105695	1	0.999498689431439
Alzheimer Disease	lorpiprazole	0.4	4.47e-06	0.9	0.802535407328769
Alzheimer Disease	losartan	0	0.000370198	1	0.916996180685167
Alzheimer Disease	loxapine	0.612903226	2.53e-07	0.8467741935	0.704737087536676
Alzheimer Disease	loxoprofen	0	0.002727597	1	0.999498689431439
Alzheimer Disease	lumateperone	0	1.22e-08	1	0.916996180685167
Alzheimer Disease	lumiracoxib	0	0.008456375	1	0.999498689431439
Alzheimer Disease	lurasidone	0.333333333	6.89e-05	0.91666666675	0.827624363017613
Alzheimer Disease	lutropin alfa	0	0.01740202	1	0.999498689431439
Alzheimer Disease	lyme disease vaccine (recombinant ospa)	0	0.011309699	1	0.916996180685167
Alzheimer Disease	macitentan	0	0.000470587	1	0.999498689431439
Alzheimer Disease	magnesium acetate tetrahydrate	0.571428571	0.002812979	0.85714285725	0.725845478306619
Alzheimer Disease	magnesium carbonate	0.571428571	0.000800051	0.85714285725	0.725845478306619
Alzheimer Disease	malathion	0	0.006176884	1	0.999498689431439
Alzheimer Disease	manidipine	0.75	0.004855638	0.8125	0.99141072500421
Alzheimer Disease	maprotiline	0.529411765	4.74e-06	0.86764705875	0.74624548140621
Alzheimer Disease	maraviroc	0	0.011309699	1	0.999498689431439
Alzheimer Disease	mazindol	0.5	0.003268106	0.875	0.759915570510543
Alzheimer Disease	mecamylamine	0.25	0.000162635	0.9375	0.998705144399657
Alzheimer Disease	mecasermin	0.25	0.000539176	0.9375	0.998705144399657
Alzheimer Disease	mecasermin rinfabate	0.333333333	0.003981214	0.91666666675	0.998223773135608
Alzheimer Disease	meclofenamic acid	0.6	0.015620167	0.85	0.995123544742407
Alzheimer Disease	mefenamic acid	0	0.000525155	1	0.999498689431439
Alzheimer Disease	meloxicam	0	0.009423948	1	0.999498689431439
Alzheimer Disease	memantine	1.041666667	0.025696829	0.73958333325	0.449683396667951
Alzheimer Disease	menadione	0.538461538	2.08e-05	0.8653846155	0.996136174715183
Alzheimer Disease	menotropins	0	1.06e-06	1	0.999498689431439
Alzheimer Disease	menthyl salicylate	0	0.001613215	1	0.999498689431439
Alzheimer Disease	mepenzolate	0.5	0.032076841	0.875	0.996659662454039
Alzheimer Disease	meperidine	0.8125	0.014087107	0.796875	0.591692542858745
Alzheimer Disease	mephentermine	0.333333333	2.87e-06	0.91666666675	0.827624363017613
Alzheimer Disease	mesalazine	0.142857143	3.49e-06	0.96428571425	0.885448909205393
Alzheimer Disease	mesoridazine	0	2.05e-07	1	0.916996180685167
Alzheimer Disease	metamfetamine	0.333333333	2.15e-06	0.91666666675	0.827624363017613
Alzheimer Disease	metamizole	0	0.01924802	1	0.999498689431439
Alzheimer Disease	metaraminol	0	0.012507031	1	0.916996180685167
Alzheimer Disease	methadone	0.428571429	1.25e-07	0.89285714275	0.790970967897522
Alzheimer Disease	methazolamide	0.75	0.032186078	0.8125	0.628833714233804
Alzheimer Disease	methocarbamol	0	0.015470857	1	0.916996180685167
Alzheimer Disease	methotrimeprazine	0.421052632	2.74e-11	0.894736842	0.794061789610596
Alzheimer Disease	methoxamine	0.666666667	0.046895847	0.83333333325	0.676022002084612
Alzheimer Disease	methscopolamine bromide	0.333333333	0.003743958	0.91666666675	0.998223773135608
Alzheimer Disease	methyclothiazide	0.75	0.042904372	0.8125	0.628833714233804
Alzheimer Disease	methylene blue	0.5	0.039296746	0.875	0.759915570510543
Alzheimer Disease	methylergometrine	0.5	0.037972386	0.875	0.759915570510543
Alzheimer Disease	methylphenobarbital	0.909090909	0.017668429	0.77272727275	0.532327195116185
Alzheimer Disease	methylprednisolone	0.5	0.01684862	0.875	0.996659662454039
Alzheimer Disease	methysergide	0.75	0.00804031	0.8125	0.628833714233804
Alzheimer Disease	metipranolol	0	0.001514903	1	0.916996180685167
Alzheimer Disease	metixene	0.8	0.045298799	0.8	0.989632625584422
Alzheimer Disease	metoclopramide	0.5	0.005537194	0.875	0.759915570510543
Alzheimer Disease	metocurine	0.5	0.035163527	0.875	0.996659662454039
Alzheimer Disease	metoprolol	0	0.007392647	1	0.916996180685167
Alzheimer Disease	metreleptin	0	0.000778463	1	0.999498689431439
Alzheimer Disease	mexiletine	0.5	0.030316224	0.875	0.996659662454039
Alzheimer Disease	mianserin	0.47826087	6.84e-09	0.8804347825	0.769690514213878
Alzheimer Disease	miconazole	0.666666667	0.000246347	0.83333333325	0.676022002084612
Alzheimer Disease	midostaurin	0.5	0.01224423	0.875	0.759915570510543
Alzheimer Disease	mifamurtide	0.5	0.005026772	0.875	0.996659662454039
Alzheimer Disease	milnacipran	0.555555556	0.001677966	0.861111111	0.733670898791437
Alzheimer Disease	miltefosine	0	0.001296123	1	0.916996180685167
Alzheimer Disease	minaprine	0.111111111	1.19e-09	0.97222222225	0.893255917777285
Alzheimer Disease	minocycline	0.285714286	5.45e-07	0.9285714285	0.843951868427611
Alzheimer Disease	minoxidil	0.333333333	0.003432658	0.91666666675	0.998223773135608
Alzheimer Disease	mirabegron	0	0.012819144	1	0.916996180685167
Alzheimer Disease	mirtazapine	0.5	5.02e-05	0.875	0.759915570510543
Alzheimer Disease	misoprostol	0	2.22e-05	1	0.999498689431439
Alzheimer Disease	mivacurium	0.5	0.004936753	0.875	0.996659662454039
Alzheimer Disease	moclobemide	0	0.000704907	1	0.999498689431439
Alzheimer Disease	modafinil	0.5	0.038408144	0.875	0.759915570510543
Alzheimer Disease	molindone	0.25	0.001566501	0.9375	0.855352842489066
Alzheimer Disease	moroctocog alfa	0.454545455	0.000369657	0.88636363625	0.997187918776537
Alzheimer Disease	moxisylyte	0.5	0.003316047	0.875	0.996659662454039
Alzheimer Disease	moxonidine	0.5	0.048181146	0.875	0.759915570510543
Alzheimer Disease	myrrh	0	1.84e-08	1	0.916996180685167
Alzheimer Disease	nabumetone	0	0.004082163	1	0.999498689431439
Alzheimer Disease	nadh	0.776119403	1.92e-11	0.80597014925	0.990523230114273
Alzheimer Disease	nadolol	0	0.003981214	1	0.916996180685167
Alzheimer Disease	nadroparin	0.25	0.000204722	0.9375	0.998705144399657
Alzheimer Disease	naloxone	0.571428571	0.023891778	0.85714285725	0.995622925786853
Alzheimer Disease	naphazoline	0	0.002915444	1	0.916996180685167
Alzheimer Disease	naproxen	0	0.001672809	1	0.999498689431439
Alzheimer Disease	nateglinide	0	0.006347713	1	0.999498689431439
Alzheimer Disease	nebivolol	0	0.000187678	1	0.916996180685167
Alzheimer Disease	nefazodone	0.4	9.7e-07	0.9	0.802535407328769
Alzheimer Disease	neomycin	0	0.006432791	1	0.916996180685167
Alzheimer Disease	neostigmine	0	0.023262262	1	0.999498689431439
Alzheimer Disease	nepafenac	0	0.002222356	1	0.999498689431439
Alzheimer Disease	nialamide	0	1.53e-05	1	0.916996180685167
Alzheimer Disease	nicardipine	0.666666667	3.19e-05	0.83333333325	0.993726881956618
Alzheimer Disease	nicergoline	0	0.016131929	1	0.916996180685167
Alzheimer Disease	nicorandil	0	0.012171692	1	0.916996180685167
Alzheimer Disease	nicotinamide	0.5	0.034580266	0.875	0.996659662454039
Alzheimer Disease	nicotine	0.5	4.16e-06	0.875	0.996659662454039
Alzheimer Disease	nimesulide	0	0.000862106	1	0.999498689431439
Alzheimer Disease	nimodipine	0.6	0.000255826	0.85	0.995123544742407
Alzheimer Disease	nintedanib	0.5	1.67e-05	0.875	0.759915570510543
Alzheimer Disease	nisoldipine	0.6	0.006084065	0.85	0.995123544742407
Alzheimer Disease	nomifensine	0.285714286	4.96e-06	0.9285714285	0.843951868427611
Alzheimer Disease	nonacog beta pegol	0.333333333	0.0020376	0.91666666675	0.827624363017613
Alzheimer Disease	norepinephrine	0.454545455	4.87e-05	0.88636363625	0.780032031554293
Alzheimer Disease	nortriptyline	0.458333333	2.19e-08	0.88541666675	0.778402893763885
Alzheimer Disease	noscapine	0	0.017132907	1	0.916996180685167
Alzheimer Disease	obeticholic acid	0	0.002281057	1	0.999498689431439
Alzheimer Disease	obinutuzumab	0	0.017409882	1	0.999498689431439
Alzheimer Disease	ocrelizumab	0	0.026739756	1	0.999498689431439
Alzheimer Disease	ocriplasmin	0	0.001230243	1	0.916996180685167
Alzheimer Disease	ofatumumab	0	0.01740202	1	0.999498689431439
Alzheimer Disease	olanzapine	0.757575758	7.75e-08	0.8106060605	0.624402544202095
Alzheimer Disease	olaratumab	0	0.013955718	1	0.999498689431439
Alzheimer Disease	oleic acid	0.666666667	0.011803788	0.83333333325	0.993726881956618
Alzheimer Disease	olmesartan	0	0.000143541	1	0.916996180685167
Alzheimer Disease	olsalazine	0.5	0.014556084	0.875	0.996659662454039
Alzheimer Disease	omega-3-acid ethyl esters	0	0.013955718	1	0.999498689431439
Alzheimer Disease	omega-3 fatty acids	0	0.00013971	1	0.916996180685167
Alzheimer Disease	opicapone	0	0.0138285	1	0.916996180685167
Alzheimer Disease	orlistat	0.333333333	0.004572805	0.91666666675	0.998223773135608
Alzheimer Disease	oxaprozin	0	0.00173908	1	0.999498689431439
Alzheimer Disease	oxiconazole	0	0.000778463	1	0.999498689431439
Alzheimer Disease	oxprenolol	0	0.000563258	1	0.916996180685167
Alzheimer Disease	oxybutynin	0.333333333	0.008512014	0.91666666675	0.998223773135608
Alzheimer Disease	oxymetazoline	0.5	0.001512839	0.875	0.996659662454039
Alzheimer Disease	oxymetholone	0	0.009561688	1	0.999498689431439
Alzheimer Disease	oxyphencyclimine	0.333333333	0.006927026	0.91666666675	0.998223773135608
Alzheimer Disease	oxyphenonium	0	0.010651082	1	0.999498689431439
Alzheimer Disease	paclitaxel	0.5	0.027295374	0.875	0.759915570510543
Alzheimer Disease	palifermin	0.166666667	5.13e-07	0.95833333325	0.879271554806123
Alzheimer Disease	paliperidone	0.4	7.03e-07	0.9	0.802535407328769
Alzheimer Disease	pamidronic acid	0	0.004954394	1	0.999498689431439
Alzheimer Disease	pancuronium	0.666666667	0.049550092	0.83333333325	0.993726881956618
Alzheimer Disease	papain	0	4.1e-05	1	0.999498689431439
Alzheimer Disease	parecoxib	0	0.000683139	1	0.999498689431439
Alzheimer Disease	pargyline	0	0.009744206	1	0.999498689431439
Alzheimer Disease	paricalcitol	0	0.008929131	1	0.999498689431439
Alzheimer Disease	paroxetine	0.714285714	4.49e-07	0.8214285715	0.649422656627897
Alzheimer Disease	pazopanib	0.5	0.000160323	0.875	0.996659662454039
Alzheimer Disease	pegaptanib	0	0.019817239	1	0.999498689431439
Alzheimer Disease	pegfilgrastim	0	0.001418066	1	0.999498689431439
Alzheimer Disease	pegvisomant	0	0.002325987	1	0.999498689431439
Alzheimer Disease	penbutolol	0.5	0.017090136	0.875	0.996659662454039
Alzheimer Disease	pentamidine	0	0.010384933	1	0.916996180685167
Alzheimer Disease	pentobarbital	0.92	0.002245203	0.77	0.525531944688211
Alzheimer Disease	pentolinium	0.5	0.037547176	0.875	0.996659662454039
Alzheimer Disease	pentosan polysulfate	0.333333333	0.003141812	0.91666666675	0.998223773135608
Alzheimer Disease	pergolide	0.470588235	3.12e-07	0.88235294125	0.773073174664516
Alzheimer Disease	periciazine	0.25	0.001330185	0.9375	0.855352842489066
Alzheimer Disease	perindopril	0.5	0.041412723	0.875	0.759915570510543
Alzheimer Disease	perphenazine	0.333333333	0.026914406	0.91666666675	0.827624363017613
Alzheimer Disease	phenindione	0	0.006830513	1	0.916996180685167
Alzheimer Disease	phenobarbital	0.538461538	2.38e-05	0.8653846155	0.741937430208702
Alzheimer Disease	phenoxybenzamine	0.5	0.002349536	0.875	0.759915570510543
Alzheimer Disease	phenprocoumon	0	0.000778463	1	0.916996180685167
Alzheimer Disease	phentermine	0.166666667	1.27e-06	0.95833333325	0.879271554806123
Alzheimer Disease	phentolamine	0.5	0.030472044	0.875	0.759915570510543
Alzheimer Disease	phenyl salicylate	0	0.001317948	1	0.999498689431439
Alzheimer Disease	phenylbutazone	0	0.000252548	1	0.999498689431439
Alzheimer Disease	phenylpropanolamine	0.166666667	6.79e-05	0.95833333325	0.879271554806123
Alzheimer Disease	phenytoin	1	0.009296349	0.75	0.475573630947114
Alzheimer Disease	phylloquinone	0.5	0.039420055	0.875	0.996659662454039
Alzheimer Disease	physostigmine	0	7.3e-05	1	0.999498689431439
Alzheimer Disease	pidolic acid	0.777777778	0.004600495	0.8055555555	0.990463909261791
Alzheimer Disease	pilocarpine	0.5	0.006207891	0.875	0.996659662454039
Alzheimer Disease	pimavanserin	0	1.59e-06	1	0.916996180685167
Alzheimer Disease	pimozide	0.5	0.042410927	0.875	0.759915570510543
Alzheimer Disease	pindolol	0.4	0.002007803	0.9	0.802535407328769
Alzheimer Disease	pioglitazone	0	7.31e-08	1	0.999498689431439
Alzheimer Disease	pipotiazine	0.25	0.000468041	0.9375	0.855352842489066
Alzheimer Disease	pipradrol	0	0.003098219	1	0.916996180685167
Alzheimer Disease	pirbuterol	0	0.001378237	1	0.916996180685167
Alzheimer Disease	pirenzepine	0	0.02491327	1	0.999498689431439
Alzheimer Disease	piroxicam	0	0.000759617	1	0.999498689431439
Alzheimer Disease	pizotifen	0.625	0.000283217	0.84375	0.698405543162004
Alzheimer Disease	pomalidomide	0.333333333	0.013672087	0.91666666675	0.998223773135608
Alzheimer Disease	ponatinib	0.4	4.65e-10	0.9	0.802535407328769
Alzheimer Disease	practolol	0	0.008547583	1	0.916996180685167
Alzheimer Disease	pralatrexate	0.5	0.046785402	0.875	0.759915570510543
Alzheimer Disease	pralidoxime	0	0.000137463	1	0.999498689431439
Alzheimer Disease	pramipexole	0.2	4e-05	0.95	0.870142204938429
Alzheimer Disease	prasterone	0.862068966	0.014927983	0.7844827585	0.561448861715623
Alzheimer Disease	prasugrel	0	0.005224605	1	0.999498689431439
Alzheimer Disease	pravastatin	0.5	0.019968885	0.875	0.996659662454039
Alzheimer Disease	prazosin	0.5	0.001538465	0.875	0.759915570510543
Alzheimer Disease	procaine	0.666666667	1.2e-05	0.83333333325	0.993726881956618
Alzheimer Disease	procarbazine	0	0.000963847	1	0.999498689431439
Alzheimer Disease	prochlorperazine	0.5	0.001809006	0.875	0.759915570510543
Alzheimer Disease	procyclidine	0.5	0.007541252	0.875	0.996659662454039
Alzheimer Disease	profenamine	0	3.18e-05	1	0.999498689431439
Alzheimer Disease	proflavine	0	0.042410927	1	0.999498689431439
Alzheimer Disease	progesterone	0.5	0.032543108	0.875	0.996659662454039
Alzheimer Disease	promazine	0.5	7.69e-06	0.875	0.759915570510543
Alzheimer Disease	promethazine	0.727272727	0.005400925	0.81818181825	0.641995299809939
Alzheimer Disease	propafenone	0.5	0.043174046	0.875	0.759915570510543
Alzheimer Disease	propantheline	0	0.019405347	1	0.999498689431439
Alzheimer Disease	propiomazine	0.5	3.43e-05	0.875	0.759915570510543
Alzheimer Disease	propiverine	0.571428571	0.000928394	0.85714285725	0.995622925786853
Alzheimer Disease	propranolol	0.4	0.001837122	0.9	0.802535407328769
Alzheimer Disease	propylene glycol	0	0.009015575	1	0.999498689431439
Alzheimer Disease	protamine sulfate	0	0.002584919	1	0.999498689431439
Alzheimer Disease	protein s human	0.333333333	0.005152249	0.91666666675	0.998223773135608
Alzheimer Disease	prothrombin	0.25	0.00061008	0.9375	0.855352842489066
Alzheimer Disease	pseudoephedrine	0.571428571	4.72e-05	0.85714285725	0.725845478306619
Alzheimer Disease	pyrantel	0	0.02285926	1	0.999498689431439
Alzheimer Disease	pyrethrum extract	0	0.011309699	1	0.999498689431439
Alzheimer Disease	pyridostigmine	0	4.58e-05	1	0.999498689431439
Alzheimer Disease	quetiapine	0.576923077	7.53e-09	0.85576923075	0.723103583468192
Alzheimer Disease	quinagolide	0	0.000133694	1	0.916996180685167
Alzheimer Disease	quinapril	0	0.024100319	1	0.916996180685167
Alzheimer Disease	racepinephrine	0.333333333	2.25e-06	0.91666666675	0.827624363017613
Alzheimer Disease	ramipril	0.5	0.017082539	0.875	0.759915570510543
Alzheimer Disease	ramucirumab	0	0.000370198	1	0.999498689431439
Alzheimer Disease	ranibizumab	0	0.0138285	1	0.999498689431439
Alzheimer Disease	ranolazine	0.96	0.029068389	0.76	0.500554170937533
Alzheimer Disease	rapacuronium	0	0.019069473	1	0.999498689431439
Alzheimer Disease	rasagiline	0	0.011765028	1	0.916996180685167
Alzheimer Disease	regorafenib	0.388888889	4.67e-06	0.90277777775	0.806900452905362
Alzheimer Disease	remoxipride	0	4.99e-09	1	0.916996180685167
Alzheimer Disease	repaglinide	0	0.003003792	1	0.999498689431439
Alzheimer Disease	rescinnamine	0	0.018045761	1	0.916996180685167
Alzheimer Disease	resveratrol	0.47826087	0.000202542	0.8804347825	0.769690514213878
Alzheimer Disease	reteplase	0.25	0.000100439	0.9375	0.855352842489066
Alzheimer Disease	revefenacin	0.8	0.01699138	0.8	0.989632625584422
Alzheimer Disease	ribavirin	0.5	0.000651867	0.875	0.996659662454039
Alzheimer Disease	rifampicin	0	0.000778463	1	0.999498689431439
Alzheimer Disease	rifaximin	0	0.000370198	1	0.999498689431439
Alzheimer Disease	rilmenidine	0	0.011554449	1	0.916996180685167
Alzheimer Disease	rilonacept	0	0.000298084	1	0.999498689431439
Alzheimer Disease	rilpivirine	0	0.011309699	1	0.999498689431439
Alzheimer Disease	risedronic acid	0	0.005120837	1	0.999498689431439
Alzheimer Disease	risperidone	0.4	2.66e-06	0.9	0.802535407328769
Alzheimer Disease	ritonavir	0	0.006830513	1	0.999498689431439
Alzheimer Disease	rituximab	0	0.023262262	1	0.999498689431439
Alzheimer Disease	rivaroxaban	0	0.011195598	1	0.999498689431439
Alzheimer Disease	rivastigmine	0	1.2e-05	1	0.999498689431439
Alzheimer Disease	rocuronium	0.666666667	0.017090136	0.83333333325	0.993726881956618
Alzheimer Disease	rofecoxib	0	0.000249074	1	0.999498689431439
Alzheimer Disease	ropinirole	0.333333333	6.33e-06	0.91666666675	0.827624363017613
Alzheimer Disease	rosiglitazone	0.142857143	4.92e-09	0.96428571425	0.999137734339707
Alzheimer Disease	rotigotine	0.142857143	1.98e-07	0.96428571425	0.885448909205393
Alzheimer Disease	roxithromycin	0	0.003304639	1	0.916996180685167
Alzheimer Disease	sacubitril	0	0.008929131	1	0.999498689431439
Alzheimer Disease	safinamide	0	0.021056093	1	0.999498689431439
Alzheimer Disease	salbutamol	0	0.000565833	1	0.916996180685167
Alzheimer Disease	salicylic acid	0	0.000155164	1	0.999498689431439
Alzheimer Disease	salmeterol	0	0.000139083	1	0.916996180685167
Alzheimer Disease	salmon calcitonin	0	0.01872673	1	0.916996180685167
Alzheimer Disease	salsalate	0	0.000273353	1	0.999498689431439
Alzheimer Disease	sapropterin	0.5	0.00948282	0.875	0.759915570510543
Alzheimer Disease	saxagliptin	0	3.87e-05	1	0.999498689431439
Alzheimer Disease	scopolamine	0.75	0.00351638	0.8125	0.99141072500421
Alzheimer Disease	secobarbital	0.823529412	0.001753053	0.794117647	0.585014524585476
Alzheimer Disease	secukinumab	0	0.020102841	1	0.999498689431439
Alzheimer Disease	selegiline	0	0.002550881	1	0.999498689431439
Alzheimer Disease	selexipag	0	0.014520343	1	0.999498689431439
Alzheimer Disease	sermorelin	0	0.01733094	1	0.999498689431439
